cnt,tmp
458,12000.0
459,12000.0
460,12000.0
461,12000.0
462,12000.0
463,12000.0
464,12000.0
465,12000.0
466,12000.0
467,12000.0
468,12000.0
469,12000.0
470,12000.0
471,12000.0
472,12000.0
473,12000.0
474,12000.0
475,12000.0
476,12000.0
478,12000.0
479,12000.0
480,12000.0
481,12000.0
482,12000.0
483,12000.0
484,12000.0
487,12000.0
488,12000.0
489,12000.0
490,12000.0
491,12000.0
492,12000.0
494,12000.0
495,12000.0
496,12000.0
498,12000.0
499,12000.0
500,12000.0
501,12000.0
502,12000.0
503,12000.0
504,12000.0
505,12000.0
506,12000.0
507,12000.0
509,12000.0
511,12000.0
512,12000.0
513,12000.0
514,12000.0
515,12000.0
516,12000.0
517,12000.0
518,12000.0
520,12000.0
521,12000.0
522,12000.0
523,12000.0
524,12000.0
525,12000.0
526,12000.0
527,12000.0
528,12000.0
529,12000.0
530,12000.0
531,12000.0
532,12000.0
533,12000.0
534,12000.0
535,12000.0
536,12000.0
537,12000.0
538,12000.0
539,12000.0
540,12000.0
541,12000.0
542,12000.0
543,12000.0
546,12000.0
547,12000.0
549,12000.0
550,12000.0
551,12000.0
552,12000.0
553,12000.0
554,12000.0
556,12000.0
557,12000.0
558,12000.0
560,12000.0
561,12000.0
563,12000.0
564,12000.0
565,12000.0
566,12000.0
567,12000.0
568,12000.0
569,12000.0
571,12000.0
573,12000.0
574,12000.0
575,12000.0
576,12000.0
577,12000.0
578,12000.0
580,12000.0
581,12000.0
582,12000.0
583,12000.0
584,12000.0
585,12000.0
586,12000.0
588,12000.0
589,12000.0
590,12000.0
592,12000.0
593,12000.0
595,12000.0
596,12000.0
597,12000.0
598,12000.0
602,12000.0
603,12000.0
604,12000.0
605,12000.0
607,12000.0
609,12000.0
610,12000.0
611,12000.0
612,12000.0
613,12000.0
614,12000.0
616,12000.0
619,12000.0
621,12000.0
625,12000.0
626,12000.0
627,12000.0
628,12000.0
629,12000.0
631,12000.0
632,12000.0
633,12000.0
634,12000.0
635,12000.0
637,12000.0
638,12000.0
639,12000.0
640,12000.0
641,12000.0
642,12000.0
643,12000.0
644,12000.0
645,12000.0
646,12000.0
647,12000.0
648,12000.0
649,12000.0
650,12000.0
651,12000.0
652,12000.0
653,12000.0
654,12000.0
657,12000.0
658,12000.0
660,12000.0
661,12000.0
662,12000.0
663,12000.0
664,12000.0
665,12000.0
666,12000.0
667,12000.0
668,12000.0
669,12000.0
670,12000.0
671,12000.0
672,12000.0
673,12000.0
674,12000.0
675,12000.0
676,12000.0
677,12000.0
679,12000.0
681,12000.0
682,12000.0
683,12000.0
684,12000.0
685,12000.0
686,12000.0
687,12000.0
688,12000.0
689,12000.0
690,12000.0
691,12000.0
692,12000.0
693,12000.0
694,12000.0
695,12000.0
696,12000.0
697,12000.0
698,12000.0
699,12000.0
700,12000.0
701,12000.0
702,12000.0
703,12000.0
704,12000.0
705,12000.0
706,12000.0
707,12000.0
708,12000.0
709,12000.0
710,12000.0
711,12000.0
712,12000.0
713,12000.0
714,12000.0
715,12000.0
716,12000.0
717,12000.0
718,12000.0
719,12000.0
720,12000.0
721,12000.0
723,12000.0
724,12000.0
725,12000.0
726,12000.0
727,12000.0
729,12000.0
730,12000.0
731,12000.0
732,12000.0
733,12000.0
734,12000.0
735,12000.0
736,12000.0
737,12000.0
738,12000.0
740,12000.0
741,12000.0
742,12000.0
743,12000.0
744,12000.0
745,12000.0
746,12000.0
747,12000.0
748,12000.0
749,12000.0
750,12000.0
751,12000.0
753,12000.0
754,12000.0
755,12000.0
756,12000.0
758,12000.0
760,12000.0
761,12000.0
762,12000.0
763,12000.0
764,12000.0
766,12000.0
767,12000.0
768,12000.0
769,12000.0
771,12000.0
772,12000.0
773,12000.0
774,12000.0
775,12000.0
776,12000.0
777,12000.0
778,12000.0
779,12000.0
780,12000.0
781,12000.0
782,12000.0
783,12000.0
784,12000.0
785,12000.0
786,12000.0
787,12000.0
788,12000.0
790,12000.0
791,12000.0
792,12000.0
793,12000.0
794,12000.0
795,12000.0
798,12000.0
799,12000.0
800,12000.0
801,12000.0
802,12000.0
803,12000.0
804,12000.0
805,12000.0
806,12000.0
807,12000.0
808,12000.0
809,12000.0
810,12000.0
812,12000.0
814,12000.0
816,12000.0
817,12000.0
818,12000.0
819,12000.0
820,12000.0
821,12000.0
822,12000.0
824,12000.0
825,12000.0
827,12000.0
828,12000.0
829,12000.0
830,12000.0
831,12000.0
832,12000.0
833,12000.0
834,12000.0
835,12000.0
836,12000.0
837,12000.0
838,12000.0
839,12000.0
840,12000.0
841,12000.0
842,12000.0
843,12000.0
844,12000.0
845,12000.0
846,12000.0
847,12000.0
848,12000.0
849,12000.0
850,12000.0
851,12000.0
852,12000.0
854,12000.0
855,12000.0
858,12000.0
859,12000.0
860,12000.0
861,12000.0
862,12000.0
863,12000.0
864,12000.0
865,12000.0
866,12000.0
867,12000.0
868,12000.0
869,12000.0
870,12000.0
872,12000.0
873,12000.0
874,12000.0
876,12000.0
877,12000.0
879,12000.0
881,12000.0
882,12000.0
883,12000.0
884,12000.0
885,12000.0
886,12000.0
887,12000.0
889,12000.0
890,12000.0
892,12000.0
893,12000.0
894,12000.0
895,12000.0
896,12000.0
897,12000.0
898,12000.0
901,12000.0
902,12000.0
903,12000.0
905,12000.0
906,12000.0
907,12000.0
909,12000.0
910,12000.0
911,12000.0
912,12000.0
914,12000.0
915,12000.0
917,12000.0
918,12000.0
919,12000.0
920,12000.0
921,12000.0
922,12000.0
923,12000.0
924,12000.0
925,12000.0
926,12000.0
928,12000.0
930,12000.0
931,12000.0
932,12000.0
933,12000.0
934,12000.0
935,12000.0
936,12000.0
937,12000.0
938,12000.0
940,12000.0
941,12000.0
942,12000.0
943,12000.0
944,12000.0
946,12000.0
947,12000.0
948,12000.0
951,12000.0
952,12000.0
953,12000.0
954,12000.0
955,12000.0
957,12000.0
958,12000.0
959,12000.0
961,12000.0
962,12000.0
963,12000.0
964,12000.0
966,12000.0
967,12000.0
968,12000.0
969,12000.0
972,12000.0
973,12000.0
974,12000.0
975,12000.0
976,12000.0
977,12000.0
978,12000.0
979,12000.0
980,12000.0
981,12000.0
982,12000.0
983,12000.0
984,12000.0
985,12000.0
986,12000.0
987,12000.0
990,12000.0
991,12000.0
992,12000.0
993,12000.0
995,12000.0
996,12000.0
997,12000.0
998,12000.0
999,12000.0
1000,12000.0
1001,12000.0
1002,12000.0
1003,12000.0
1004,12000.0
1005,12000.0
1006,12000.0
1008,12000.0
1011,12000.0
1012,12000.0
1013,12000.0
1014,12000.0
1015,12000.0
1016,12000.0
1017,12000.0
1018,12000.0
1020,12000.0
1021,12000.0
1022,12000.0
1023,12000.0
1024,12000.0
1025,12000.0
1026,12000.0
1027,12000.0
1028,12000.0
1029,12000.0
1030,12000.0
1031,12000.0
1032,12000.0
1034,12000.0
1035,12000.0
1036,12000.0
1037,12000.0
1038,12000.0
1040,12000.0
1041,12000.0
1042,12000.0
1043,12000.0
1045,12000.0
1046,12000.0
1047,12000.0
1049,12000.0
1050,12000.0
1051,12000.0
1052,12000.0
1054,12000.0
1055,12000.0
1056,12000.0
1058,12000.0
1059,12000.0
1061,12000.0
1062,12000.0
1063,12000.0
1064,12000.0
1065,12000.0
1066,12000.0
1067,12000.0
1068,12000.0
1070,12000.0
1071,12000.0
1072,12000.0
1073,12000.0
1074,12000.0
1075,12000.0
1077,12000.0
1078,12000.0
1080,12000.0
1081,12000.0
1082,12000.0
1083,12000.0
1084,12000.0
1085,12000.0
1086,12000.0
1087,12000.0
1088,12000.0
1089,12000.0
1090,12000.0
1091,12000.0
1092,12000.0
1093,12000.0
1095,12000.0
1096,12000.0
1097,12000.0
1098,12000.0
1099,12000.0
1101,12000.0
1102,12000.0
1103,12000.0
1105,12000.0
1106,12000.0
1107,12000.0
1108,12000.0
1109,12000.0
1110,12000.0
1111,12000.0
1112,12000.0
1113,12000.0
1114,12000.0
1115,12000.0
1116,12000.0
1118,12000.0
1119,12000.0
1120,12000.0
1121,12000.0
1122,12000.0
1123,12000.0
1124,12000.0
1125,12000.0
1126,12000.0
1128,12000.0
1129,12000.0
1131,12000.0
1132,12000.0
1133,12000.0
1134,12000.0
1135,12000.0
1137,12000.0
1138,12000.0
1139,12000.0
1140,12000.0
1141,12000.0
1142,12000.0
1143,12000.0
1144,12000.0
1145,12000.0
1146,12000.0
1147,12000.0
1148,12000.0
1150,12000.0
1151,12000.0
1153,12000.0
1154,12000.0
1155,12000.0
1157,12000.0
1158,12000.0
1159,12000.0
1160,12000.0
1161,12000.0
1162,12000.0
1163,12000.0
1164,12000.0
1165,12000.0
1166,10961.405292255962
1167,10961.405292255962
1169,10961.405292255962
1170,10961.405292255962
1171,10961.405292255962
1172,10961.405292255962
1173,10961.405292255962
1174,10961.405292255962
1175,10961.405292255962
1176,10961.405292255962
1177,10961.405292255962
1178,10961.405292255962
1179,10961.405292255962
1180,10961.405292255962
1181,10961.405292255962
1182,10961.405292255962
1183,10961.405292255962
1184,10961.405292255962
1187,10961.405292255962
1188,10961.405292255962
1189,10961.405292255962
1190,10961.405292255962
1191,10961.405292255962
1192,10961.405292255962
1193,10961.405292255962
1194,10961.405292255962
1195,10961.405292255962
1196,10961.405292255962
1198,10961.405292255962
1199,10961.405292255962
1200,10961.405292255962
1201,10961.405292255962
1203,10961.405292255962
1204,10961.405292255962
1205,10961.405292255962
1207,10961.405292255962
1209,10961.405292255962
1212,10961.405292255962
1213,10961.405292255962
1214,10961.405292255962
1215,10961.405292255962
1217,10961.405292255962
1218,10961.405292255962
1219,10961.405292255962
1220,10961.405292255962
1221,10961.405292255962
1222,10961.405292255962
1225,10961.405292255962
1226,10961.405292255962
1227,10961.405292255962
1228,10961.405292255962
1229,10961.405292255962
1230,10961.405292255962
1231,10961.405292255962
1232,10961.405292255962
1235,10961.405292255962
1236,10961.405292255962
1237,10961.405292255962
1238,10961.405292255962
1239,10961.405292255962
1240,10961.405292255962
1241,10961.405292255962
1242,10961.405292255962
1243,10961.405292255962
1244,10961.405292255962
1245,10961.405292255962
1246,10961.405292255962
1248,10961.405292255962
1250,10961.405292255962
1251,10961.405292255962
1252,10961.405292255962
1253,10961.405292255962
1254,10961.405292255962
1257,10961.405292255962
1258,10961.405292255962
1260,10961.405292255962
1263,10961.405292255962
1264,10961.405292255962
1266,10961.405292255962
1267,10961.405292255962
1270,10961.405292255962
1272,10961.405292255962
1273,10961.405292255962
1274,10961.405292255962
1275,10961.405292255962
1276,10961.405292255962
1277,10961.405292255962
1278,10961.405292255962
1279,10961.405292255962
1281,10961.405292255962
1282,10961.405292255962
1283,10961.405292255962
1284,10961.405292255962
1285,10961.405292255962
1286,10961.405292255962
1287,10961.405292255962
1288,10961.405292255962
1289,10961.405292255962
1290,10961.405292255962
1291,10961.405292255962
1292,10961.405292255962
1293,10961.405292255962
1294,10961.405292255962
1295,10961.405292255962
1296,10961.405292255962
1297,10961.405292255962
1298,10961.405292255962
1299,10961.405292255962
1300,10961.405292255962
1301,10961.405292255962
1302,10961.405292255962
1304,10961.405292255962
1305,10961.405292255962
1306,10961.405292255962
1307,10961.405292255962
1308,10961.405292255962
1309,10961.405292255962
1310,10961.405292255962
1311,10961.405292255962
1312,10961.405292255962
1313,10961.405292255962
1314,10961.405292255962
1315,10961.405292255962
1316,10961.405292255962
1317,10961.405292255962
1318,10961.405292255962
1319,10961.405292255962
1320,10961.405292255962
1321,10961.405292255962
1322,10961.405292255962
1324,10961.405292255962
1325,10961.405292255962
1326,10961.405292255962
1327,10961.405292255962
1328,10961.405292255962
1329,10961.405292255962
1330,10961.405292255962
1332,10961.405292255962
1333,10961.405292255962
1334,10961.405292255962
1336,10961.405292255962
1337,10961.405292255962
1338,10961.405292255962
1340,10961.405292255962
1342,10961.405292255962
1343,10961.405292255962
1344,10961.405292255962
1345,10961.405292255962
1346,10961.405292255962
1347,10961.405292255962
1348,10961.405292255962
1349,10961.405292255962
1350,10961.405292255962
1351,10961.405292255962
1352,10961.405292255962
1353,10961.405292255962
1354,10961.405292255962
1355,10961.405292255962
1356,10961.405292255962
1357,10961.405292255962
1358,10961.405292255962
1359,10961.405292255962
1360,10961.405292255962
1361,10961.405292255962
1363,10961.405292255962
1365,10961.405292255962
1366,10961.405292255962
1367,10961.405292255962
1368,10961.405292255962
1369,10961.405292255962
1370,10961.405292255962
1371,10961.405292255962
1372,10961.405292255962
1373,10961.405292255962
1374,10961.405292255962
1375,10961.405292255962
1377,10961.405292255962
1378,10961.405292255962
1379,10961.405292255962
1383,10961.405292255962
1385,10961.405292255962
1386,10961.405292255962
1387,10961.405292255962
1388,10961.405292255962
1389,10961.405292255962
1391,10961.405292255962
1392,10961.405292255962
1393,10961.405292255962
1395,10961.405292255962
1396,10961.405292255962
1397,10961.405292255962
1398,10961.405292255962
1399,10961.405292255962
1400,10961.405292255962
1401,10961.405292255962
1402,10961.405292255962
1403,10961.405292255962
1404,10961.405292255962
1405,10961.405292255962
1408,10961.405292255962
1409,10961.405292255962
1410,10961.405292255962
1412,10961.405292255962
1413,10961.405292255962
1414,10961.405292255962
1415,10961.405292255962
1416,10961.405292255962
1417,10961.405292255962
1419,10961.405292255962
1420,10961.405292255962
1421,10961.405292255962
1422,10961.405292255962
1424,10961.405292255962
1425,10961.405292255962
1426,10961.405292255962
1429,10961.405292255962
1430,10961.405292255962
1431,10961.405292255962
1432,10961.405292255962
1434,10961.405292255962
1435,10961.405292255962
1436,10961.405292255962
1437,10961.405292255962
1438,10961.405292255962
1440,10961.405292255962
1441,10961.405292255962
1442,10961.405292255962
1443,10961.405292255962
1444,10961.405292255962
1445,10961.405292255962
1446,10961.405292255962
1447,10961.405292255962
1448,10961.405292255962
1449,10961.405292255962
1450,10961.405292255962
1451,10961.405292255962
1452,10961.405292255962
1453,10961.405292255962
1455,10961.405292255962
1456,10961.405292255962
1457,10961.405292255962
1458,10961.405292255962
1459,10961.405292255962
1460,10961.405292255962
1461,10961.405292255962
1462,10961.405292255962
1463,10961.405292255962
1464,10961.405292255962
1465,10961.405292255962
1466,10961.405292255962
1467,10961.405292255962
1468,10961.405292255962
1469,10961.405292255962
1470,10961.405292255962
1471,10961.405292255962
1473,10961.405292255962
1474,10961.405292255962
1475,10961.405292255962
1476,10961.405292255962
1477,10961.405292255962
1479,10961.405292255962
1480,10961.405292255962
1481,10961.405292255962
1482,10961.405292255962
1484,10961.405292255962
1485,10961.405292255962
1486,10961.405292255962
1487,10961.405292255962
1488,10961.405292255962
1489,10961.405292255962
1491,10961.405292255962
1493,10961.405292255962
1494,10961.405292255962
1496,10961.405292255962
1497,10961.405292255962
1498,10961.405292255962
1499,10961.405292255962
1500,10961.405292255962
1501,10961.405292255962
1503,10961.405292255962
1504,10961.405292255962
1505,10961.405292255962
1506,10961.405292255962
1507,10961.405292255962
1508,10961.405292255962
1509,10961.405292255962
1510,10961.405292255962
1511,10961.405292255962
1512,10961.405292255962
1513,10961.405292255962
1514,10961.405292255962
1515,10961.405292255962
1516,10961.405292255962
1517,10961.405292255962
1519,10961.405292255962
1520,10961.405292255962
1521,10961.405292255962
1522,10961.405292255962
1523,10961.405292255962
1524,10961.405292255962
1525,10961.405292255962
1526,10961.405292255962
1527,10961.405292255962
1528,10961.405292255962
1530,10961.405292255962
1531,10961.405292255962
1532,10961.405292255962
1533,10961.405292255962
1534,10961.405292255962
1535,10961.405292255962
1536,10961.405292255962
1537,10961.405292255962
1538,10961.405292255962
1539,10961.405292255962
1540,10961.405292255962
1542,10961.405292255962
1543,10961.405292255962
1544,10961.405292255962
1545,10961.405292255962
1546,10961.405292255962
1547,10961.405292255962
1548,10961.405292255962
1549,10961.405292255962
1551,10961.405292255962
1552,10961.405292255962
1553,10961.405292255962
1554,10961.405292255962
1555,10961.405292255962
1556,10961.405292255962
1557,10961.405292255962
1559,10961.405292255962
1560,10961.405292255962
1561,10961.405292255962
1562,10961.405292255962
1563,10961.405292255962
1564,10961.405292255962
1565,10961.405292255962
1566,10961.405292255962
1567,10961.405292255962
1568,10961.405292255962
1569,10961.405292255962
1570,10961.405292255962
1571,10961.405292255962
1573,10961.405292255962
1574,10961.405292255962
1575,10961.405292255962
1576,10961.405292255962
1577,10961.405292255962
1578,10961.405292255962
1580,10961.405292255962
1581,10961.405292255962
1583,10961.405292255962
1584,10961.405292255962
1585,10961.405292255962
1586,10961.405292255962
1587,10961.405292255962
1588,10961.405292255962
1589,10961.405292255962
1590,10961.405292255962
1591,10961.405292255962
1592,10961.405292255962
1593,10961.405292255962
1594,10961.405292255962
1595,10961.405292255962
1596,10961.405292255962
1597,10961.405292255962
1598,10961.405292255962
1599,10961.405292255962
1600,10961.405292255962
1601,10961.405292255962
1602,10961.405292255962
1603,10961.405292255962
1604,10961.405292255962
1605,10961.405292255962
1606,10961.405292255962
1607,10961.405292255962
1608,10961.405292255962
1609,10961.405292255962
1611,10961.405292255962
1612,10961.405292255962
1613,10961.405292255962
1614,10961.405292255962
1615,10961.405292255962
1616,10961.405292255962
1617,10961.405292255962
1618,10961.405292255962
1619,10961.405292255962
1621,10961.405292255962
1622,10961.405292255962
1624,10961.405292255962
1625,10961.405292255962
1626,10961.405292255962
1627,10961.405292255962
1628,10961.405292255962
1629,10961.405292255962
1630,10961.405292255962
1631,10961.405292255962
1632,10961.405292255962
1633,10961.405292255962
1635,10961.405292255962
1636,10961.405292255962
1637,10961.405292255962
1639,10961.405292255962
1640,10961.405292255962
1641,10961.405292255962
1642,10961.405292255962
1643,10961.405292255962
1644,10961.405292255962
1645,10961.405292255962
1646,10961.405292255962
1647,10961.405292255962
1648,10961.405292255962
1649,10961.405292255962
1650,10961.405292255962
1651,10961.405292255962
1653,10961.405292255962
1654,10961.405292255962
1655,10961.405292255962
1656,10961.405292255962
1657,10961.405292255962
1658,10961.405292255962
1660,10961.405292255962
1661,10961.405292255962
1662,10961.405292255962
1664,10961.405292255962
1665,10961.405292255962
1666,10961.405292255962
1667,10961.405292255962
1668,10961.405292255962
1669,10961.405292255962
1671,10961.405292255962
1673,10961.405292255962
1674,10961.405292255962
1675,10961.405292255962
1676,10961.405292255962
1677,10961.405292255962
1681,10961.405292255962
1683,10961.405292255962
1684,10961.405292255962
1685,10961.405292255962
1686,10961.405292255962
1687,10961.405292255962
1689,10961.405292255962
1690,10961.405292255962
1692,10961.405292255962
1694,10961.405292255962
1695,10961.405292255962
1696,10961.405292255962
1698,10961.405292255962
1699,10961.405292255962
1701,10961.405292255962
1702,10961.405292255962
1703,10961.405292255962
1704,10961.405292255962
1705,10961.405292255962
1706,10961.405292255962
1707,10961.405292255962
1708,10961.405292255962
1709,10961.405292255962
1710,10961.405292255962
1711,10961.405292255962
1712,10961.405292255962
1713,10961.405292255962
1714,10961.405292255962
1716,10961.405292255962
1717,10961.405292255962
1718,10961.405292255962
1719,10961.405292255962
1720,10961.405292255962
1721,10961.405292255962
1723,10961.405292255962
1724,10961.405292255962
1725,10961.405292255962
1726,10961.405292255962
1728,10961.405292255962
1730,10961.405292255962
1733,10961.405292255962
1734,10961.405292255962
1735,10961.405292255962
1736,10961.405292255962
1737,10961.405292255962
1738,10961.405292255962
1739,10961.405292255962
1740,10961.405292255962
1741,10961.405292255962
1742,10961.405292255962
1743,10961.405292255962
1744,10961.405292255962
1745,10961.405292255962
1746,10961.405292255962
1747,10961.405292255962
1748,10961.405292255962
1749,10961.405292255962
1750,10961.405292255962
1752,10961.405292255962
1753,10961.405292255962
1755,10961.405292255962
1756,10961.405292255962
1757,10961.405292255962
1758,10961.405292255962
1759,10961.405292255962
1761,10961.405292255962
1762,10961.405292255962
1763,10961.405292255962
1764,10961.405292255962
1765,10961.405292255962
1766,10961.405292255962
1767,10961.405292255962
1769,10961.405292255962
1770,10961.405292255962
1771,10961.405292255962
1772,10961.405292255962
1773,10961.405292255962
1774,10961.405292255962
1775,10961.405292255962
1776,10961.405292255962
1777,10961.405292255962
1779,10961.405292255962
1780,10961.405292255962
1781,10961.405292255962
1782,10961.405292255962
1783,10961.405292255962
1784,10961.405292255962
1786,10961.405292255962
1787,10961.405292255962
1788,10961.405292255962
1790,10961.405292255962
1791,10961.405292255962
1792,10961.405292255962
1794,10961.405292255962
1795,10961.405292255962
1796,10961.405292255962
1797,10961.405292255962
1798,10961.405292255962
1801,10961.405292255962
1802,10961.405292255962
1803,10961.405292255962
1804,10961.405292255962
1805,10961.405292255962
1806,10961.405292255962
1807,10961.405292255962
1808,10961.405292255962
1809,10961.405292255962
1810,10961.405292255962
1811,10961.405292255962
1812,10961.405292255962
1813,10961.405292255962
1814,10961.405292255962
1815,10961.405292255962
1816,10961.405292255962
1817,10961.405292255962
1818,10961.405292255962
1821,10961.405292255962
1822,10961.405292255962
1823,10961.405292255962
1824,10961.405292255962
1825,10961.405292255962
1827,10961.405292255962
1828,10961.405292255962
1829,10961.405292255962
1830,10961.405292255962
1831,10961.405292255962
1832,10961.405292255962
1833,10961.405292255962
1834,10961.405292255962
1835,10961.405292255962
1836,10961.405292255962
1838,10961.405292255962
1839,10961.405292255962
1841,10961.405292255962
1842,10961.405292255962
1843,10961.405292255962
1844,10961.405292255962
1845,10961.405292255962
1846,10961.405292255962
1847,10961.405292255962
1848,10961.405292255962
1849,10961.405292255962
1850,10961.405292255962
1851,10961.405292255962
1852,10961.405292255962
1853,10961.405292255962
1854,10961.405292255962
1855,10961.405292255962
1857,10961.405292255962
1858,10961.405292255962
1859,10961.405292255962
1860,10961.405292255962
1861,10961.405292255962
1863,10961.405292255962
1864,10961.405292255962
1865,10961.405292255962
1866,10961.405292255962
1868,10961.405292255962
1869,10961.405292255962
1870,10961.405292255962
1871,10961.405292255962
1872,10961.405292255962
1873,10961.405292255962
1874,10961.405292255962
1875,10961.405292255962
1876,10961.405292255962
1877,10961.405292255962
1880,10961.405292255962
1881,10961.405292255962
1882,10961.405292255962
1883,10961.405292255962
1884,10961.405292255962
1885,10961.405292255962
1886,10961.405292255962
1887,10961.405292255962
1888,10961.405292255962
1889,10961.405292255962
1890,10961.405292255962
1891,10961.405292255962
1892,10961.405292255962
1894,10961.405292255962
1895,10961.405292255962
1896,10961.405292255962
1897,10961.405292255962
1898,10961.405292255962
1899,10961.405292255962
